eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
36.72,-0.6200000047683716,1210.0,0.007978846319019794,0.042236328125,2.7007761001586914,-0.003794669406488538,0.9362260699272156,-0.5761604309082031,1.0,256.0,6.769744800000001,8192.0
39.29,-0.7900000214576721,2049.0,0.005572749767452478,0.0541178397834301,2.6342689990997314,-0.002850015414878726,0.21745850145816803,0.018902122974395752,10.0,2560.0,43.038838399999996,81920.0
39.28,-0.38999998569488525,2066.0,0.005886654835194349,0.0680745467543602,2.6243503093719482,-0.0026209435891360044,0.12978462874889374,0.20555150508880615,20.0,5120.0,82.7098233,163840.0
37.81,-0.1599999964237213,2098.0,0.005190518219023943,0.0559895820915699,2.636991262435913,-0.0027052683290094137,0.14336611330509186,0.2807326316833496,30.0,7680.0,122.58086169999999,245760.0
35.66,-0.11999999731779099,1987.0,0.009410197846591473,0.1269938200712204,2.606461524963379,-0.0029801437631249428,0.09934254735708237,0.33579760789871216,40.0,10240.0,162.2374098,327680.0
42.16,-0.3499999940395355,2093.0,0.011782374233007431,0.1620279997587204,2.588064432144165,-0.004725915379822254,0.10678916424512863,0.25148695707321167,50.0,12800.0,202.122425,409600.0
35.15,0.10000000149011612,2053.0,0.015726694837212563,0.2012939453125,2.488219976425171,-0.0040059867314994335,0.08455989509820938,0.3015395402908325,60.0,15360.0,242.0007551,491520.0
37.23,0.20999999344348907,2105.0,0.01700877584517002,0.21484375,2.4863831996917725,-0.0045005325227975845,0.09167661517858505,0.29984045028686523,70.0,17920.0,281.108716,573440.0
37.51,0.30000001192092896,2047.0,0.016726991161704063,0.20947265625,2.4240834712982178,-0.0059092119336128235,0.07919859141111374,0.4604758024215698,80.0,20480.0,320.6672664,655360.0
36.13,0.3199999928474426,2089.0,0.015702545642852783,0.1983235627412796,2.4078269004821777,-0.009099521674215794,0.06038089096546173,0.45990556478500366,90.0,23040.0,360.8827302,737280.0
37.27,0.4399999976158142,2102.0,0.014064337126910686,0.1871337890625,2.38392972946167,-0.007307979743927717,0.05942035838961601,0.5738792419433594,100.0,25600.0,400.0483673,819200.0
37.69,0.44999998807907104,2119.0,0.010987245477735996,0.14111328125,2.3982882499694824,-0.007449036464095116,0.06414947658777237,0.552107036113739,110.0,28160.0,439.1278186,901120.0
35.53,0.3799999952316284,2094.0,0.013673130422830582,0.1818033903837204,2.388920545578003,-0.006279764696955681,0.07432515174150467,0.44523102045059204,120.0,30720.0,479.5163971,983040.0
