eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
38.56,-0.6499999761581421,140.0,0.0006845060270279646,0.0,2.7073910236358643,-0.0012885358883067966,0.25496283173561096,-0.07694578170776367,1.0,256.0,58.2127045,8192.0
39.71,-0.9300000071525574,581.0,0.0004913387238048017,0.0,2.6871042251586914,-0.0007033860892988741,0.1964198499917984,0.04566490650177002,10.0,2560.0,184.3433688,81920.0
37.47,-0.5299999713897705,587.0,0.0029570653568953276,0.0196533203125,2.593292474746704,-0.0027960538864135742,0.15348698198795319,0.2694227695465088,20.0,5120.0,323.45727220000003,163840.0
39.5,-0.5,581.0,0.004422181751579046,0.041748046875,2.6034042835235596,-0.00413022143766284,0.13888807594776154,0.4024832248687744,30.0,7680.0,464.6261412,245760.0
38.6,-0.05000000074505806,598.0,0.00965015310794115,0.1013997420668602,2.5655009746551514,-0.003427195129916072,0.08049150556325912,0.2648547291755676,40.0,10240.0,605.0121123,327680.0
37.58,0.05000000074505806,570.0,0.008138922043144703,0.0897216796875,2.5150105953216553,-0.006445081438869238,0.08870147913694382,0.22547614574432373,50.0,12800.0,747.1111615,409600.0
36.94,0.0,569.0,0.00819943007081747,0.0890299454331398,2.5154058933258057,-0.002281257649883628,0.1851637214422226,0.28521889448165894,60.0,15360.0,888.7153040000001,491520.0
35.35,0.1899999976158142,575.0,0.006142109632492065,0.0636800155043602,2.4926483631134033,-0.00546158105134964,0.056712839752435684,0.4562966823577881,70.0,17920.0,1031.0160593,573440.0
35.75,0.3700000047683716,573.0,0.006643356289714575,0.0727132186293602,2.500398874282837,-0.004617991391569376,0.11957922577857971,0.47616076469421387,80.0,20480.0,1173.925404,655360.0
39.52,0.38999998569488525,579.0,0.006953782867640257,0.0757242813706398,2.47558856010437,-0.0056752837263047695,0.08925161510705948,0.5240496397018433,90.0,23040.0,1314.7708271000001,737280.0
36.88,0.5199999809265137,571.0,0.011011852882802486,0.1108805313706398,2.4255709648132324,-0.004931614268571138,0.0871313214302063,0.4937524199485779,100.0,25600.0,1456.2049066,819200.0
36.39,0.5400000214576721,574.0,0.00970394816249609,0.1000162735581398,2.409745931625366,-0.003615178167819977,0.05745284631848335,0.6739296913146973,110.0,28160.0,1596.7467902,901120.0
36.71,0.4699999988079071,589.0,0.011182754300534725,0.1182047501206398,2.3676371574401855,-0.004552370868623257,0.08971109241247177,0.576227992773056,120.0,30720.0,1735.9110073,983040.0
