eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
41.03,-0.8600000143051147,1243.0,0.005147995892912149,0.02189127542078495,2.7028560638427734,-0.00204489310272038,0.5533839464187622,-0.347572922706604,1.0,256.0,6.5859965,8192.0
38.6,-0.6499999761581421,2177.0,0.004748052451759577,0.038330078125,2.591374158859253,-0.0007584762643091381,0.15199923515319824,0.0034042000770568848,10.0,2560.0,40.7941975,81920.0
43.1,-0.5699999928474426,2224.0,0.006528710946440697,0.0501708984375,2.563809394836426,-0.001231485279276967,0.16626062989234924,0.049193739891052246,20.0,5120.0,77.8504984,163840.0
43.5,-0.3799999952316284,2203.0,0.005618096794933081,0.0557047538459301,2.564769983291626,-0.0023372878786176443,0.10910499095916748,0.1514696478843689,30.0,7680.0,114.9097094,245760.0
37.25,-0.41999998688697815,2199.0,0.008452490903437138,0.1117757186293602,2.518671751022339,-0.002586554968729615,0.11927589774131775,0.2879667282104492,40.0,10240.0,152.5111429,327680.0
36.92,-0.2800000011920929,2156.0,0.009561401791870594,0.1277669221162796,2.447542905807495,-0.005366039928048849,0.11736779659986496,0.5352758765220642,50.0,12800.0,189.9239795,409600.0
38.14,-0.33000001311302185,2230.0,0.011116069741547108,0.1492106169462204,2.3913791179656982,-0.005546529311686754,0.15750272572040558,0.2401854395866394,60.0,15360.0,227.3242946,491520.0
34.39,-0.019999999552965164,2180.0,0.015383767895400524,0.2115071564912796,2.424769163131714,-0.006384300533682108,0.11113739013671875,0.12722212076187134,70.0,17920.0,264.63417849999996,573440.0
37.15,0.23000000417232513,2220.0,0.013205267488956451,0.1840006560087204,2.35231351852417,-0.004337077960371971,0.0573754720389843,0.4179549813270569,80.0,20480.0,301.87022479999996,655360.0
36.33,0.15000000596046448,2229.0,0.015781544148921967,0.2125651091337204,2.325230836868286,-0.007338711526244879,0.11607211083173752,0.10919660329818726,90.0,23040.0,338.8234102,737280.0
36.16,0.1899999976158142,2164.0,0.012901573441922665,0.16796875,2.330644369125366,-0.0043223523534834385,0.1053866371512413,0.29962265491485596,100.0,25600.0,376.32718680000005,819200.0
35.05,0.28999999165534973,2179.0,0.0116264084354043,0.1559244841337204,2.2855465412139893,-0.006277566775679588,0.05613012611865997,0.4740673303604126,110.0,28160.0,414.18760999999995,901120.0
35.29,0.3799999952316284,2206.0,0.011111781001091003,0.1493326872587204,2.291290521621704,-0.008563883602619171,0.07531493157148361,0.426005482673645,120.0,30720.0,451.3457198,983040.0
